STOCK|CODE
Nda Securities Ltd|BOM511535
Nectar Lifesciences Ltd|BOM532649
Neelamalai Agro Industries Ltd|BOM508670
Neelkanth Rockminerals Ltd|BOM531049
Neelkanth Technologies Ltd|BOM530697
Neeraj Paper Marketing Ltd|BOM539409
Neha International Ltd|BOM519560
Neil Industries Ltd|BOM539016
Nelcast Ltd|BOM532864
Nelco Ltd|BOM504112
Neo Corp International Ltd|BOM523820
Neo Infracon Ltd|BOM514332
Neogem India Ltd|BOM526195
Nepc India Ltd|BOM500301
Nesco Ltd|BOM505355
Nestle India Ltd|BOM500790
Net 4 India Ltd|BOM532912
Netlink Solutions (india) Ltd|BOM509040
Nettlinx Ltd|BOM511658
Netvista Information Technology Ltd|BOM530811
Network Ltd|BOM523558
Network18 Media & Investments Ltd|BOM532798
Neuland Laboratories Ltd|BOM524558
New Delhi Television Ltd|BOM532529
New Markets Advisory Ltd|BOM508867
New Sagar Trading Co.ltd|BOM501479
Newever Trade Wings Ltd|BOM536644
Newtime Infrastructure Limited|BOM531959
Next Mediaworks Ltd|BOM532416
Nexus Commodities And Technologies Ltd|BOM538874
Nexxoft Infotel Ltd|BOM532045
Neyveli Lignite Corporation Ltd|BOM513683
Ngl Fine-chem Ltd|BOM524774
Nhc Foods Ltd|BOM517554
Nhpc Ltd|BOM533098
Nicco Corporation Ltd|BOM590028
Nicco Parks & Resorts Ltd.-$|BOM526721
Nicco Uco Alliance Credit Ltd|BOM523209
Nidhi Granites Ltd|BOM512103
Nihar Info Global Ltd|BOM531083
Niit Ltd|BOM500304
Niit Technologies Ltd|BOM532541
Nikhil Adhesives Ltd.-$|BOM526159
Nikki Global Finance Ltd|BOM531272
Nila Infrastructures Ltd|BOM530377
Nilachal Refractories Ltd|BOM502294
Nile Ltd|BOM530129
Nilkamal Ltd|BOM523385
Nimbus Foods Industries Ltd|BOM531598
Nimbus Industries Ltd|BOM530971
Nimbus Projects Ltd|BOM511714
Niraj Cement Structurals Ltd|BOM532986
Nirav Commercials Ltd|BOM512425
Nirlon Ltd|BOM500307
Nirvikara Paper Mills Ltd|BOM539251
Nishtha Finance And Investment (india) Ltd|BOM539311
Nissan Copper Ltd|BOM532789
Nitco Ltd|BOM532722
Nitesh Estates Ltd|BOM533202
Nitin Alloys Global Ltd|BOM508875
Nitin Fire Protection Industries Ltd|BOM532854
Nitin Spinners Ltd|BOM532698
Nitinbbph|BOM536161
Nitta Gelatin India Ltd.-$|BOM506532
Nivedita Mercantile & Financing Ltd|BOM512381
Nivi Trading Ltd|BOM512245
Nivyah Infrastructure & Telecom Services Ltd|BOM517534
Nmdc Ltd|BOM526371
Noble Explochem Ltd.-$|BOM506991
Noble Polymers Ltd|BOM539200
Nocil Ltd|BOM500730
Noesis Industries Limited|BOM530435
Noida Medicare Centre Ltd|BOM523670
Noida Toll Bridge Company Ltd|BOM532481
North Eastern Carrying Corporation Ltd|BOM534615
Northlink Fiscal And Capital Services Ltd|BOM539110
Nouveau Global Ventures Ltd|BOM531465
Nova Iron & Steel Ltd|BOM513566
Nova Publications India Ltd|BOM530733
Novagold Petro-resources Ltd|BOM531791
Novartis India Ltd|BOM500672
Novopan Industries Ltd|BOM500310
Npr Finance Ltd|BOM530127
Nrb Bearings Ltd|BOM530367
Nrb Industrial Bearings Ltd|BOM535458
Nrc Ltd|BOM503780
Ntc Industries Ltd|BOM526723
Ntpc Ltd|BOM532555
Nu Tek India Ltd|BOM533015
Nu-tech Corporate Services Ltd|BOM526313
Nucleus Software Exports Ltd|BOM531209
Nutech Global Ltd|BOM531304
Nutraplus India Limited|BOM524764
Nutricircle Ltd|BOM530219
Nuway Organic Naturals India Ltd|BOM531819
Nylofil India Ltd|BOM526488
Nyssa Corporation Limited|BOM504378
O. P. Chains Ltd|BOM539116
Oasis Securities Ltd|BOM512489
Oasis Tradelink Ltd|BOM538547
Oberoi Realty Ltd|BOM533273
Objectone Information Systems Ltd|BOM535657
Ocean Agro (india) Ltd|BOM519491
Oceanaa Biotek Industries Ltd|BOM538019
Ocl India Ltd|BOM502165
Ocl Iron And Steel Ltd|BOM533008
Octal Credit Capital Ltd|BOM538894
Odyssey Corporation Ltd|BOM531996
Odyssey Technologies Ltd.-$|BOM530175
Oil And Natural Gas Corporation Ltd|BOM500312
Oil Country Tubular Ltd|BOM500313
Oil India Ltd|BOM533106
Ojas Asset Reconstruction Company Ltd|BOM538607
Ok Play India Ltd|BOM526415
Olympia Industries Ltd|BOM521105
Olympic Cards Ltd|BOM534190
Olympic Oil Industries Ltd|BOM507609
Om Metals Infraprojects Ltd|BOM531092
Omansh Enterprises Ltd|BOM538537
Omax Autos Ltd|BOM520021
Omaxe Ltd|BOM532880
Omega Ag-seeds (punjab) Ltd|BOM519479
Omkar Overseas Ltd|BOM531496
Omkar Pharmachem Ltd|BOM532167
Omkar Speciality Chemicals Ltd|BOM533317
Omni Axs Software Ltd|BOM532340
Omnitech Infosolutions Ltd|BOM532882
Omnitex Industries (india) Ltd|BOM514324
Onelife Capital Advisors Ltd|BOM533632
Onesource Techmedia Ltd|BOM535647
Onmobile Global Ltd|BOM532944
Ontrack Systems Ltd|BOM532607
Onward Technologies Ltd|BOM517536
Optiemus Infracom Ltd|BOM530135
Optimus Finance Ltd|BOM531254
Opto Circuits (india) Ltd|BOM532391
Oracle Financial Services Software Ltd|BOM532466
Orbit Corporation Ltd|BOM532837
Orbit Exports Ltd|BOM512626
Orchid Pharma Ltd|BOM524372
Organic Coatings Ltd|BOM531157
Oricon Enterprises Ltd.-$|BOM513121
Orient Abrasives Ltd.-$|BOM504879
Orient Bell Limited-$|BOM530365
Orient Beverages Ltd|BOM507690
Orient Cement Ltd|BOM535754
Orient Green Power Company Ltd|BOM533263
Orient Paper & Industries Ltd|BOM502420
Orient Press Ltd|BOM526325
Orient Refractories Ltd|BOM534076
Oriental Bank Of Commerce|BOM500315
Oriental Carbon & Chemicals Ltd.-$|BOM506579
Oriental Hotels Ltd|BOM500314
Oriental Trimex Ltd|BOM532817
Oriental Veneer Products Ltd|BOM531859
Oripro Ltd|BOM590127
Orissa Minerals Development Company Ltd|BOM590086
Orissa Sponge Iron & Steel Ltd.-$|BOM504864
Orosil Smiths India Ltd.-$|BOM531626
Ortel Communications Ltd|BOM539015
Ortin Laboratories Ltd|BOM539287
Ortin Laboratories Ltd.-$|BOM590074
Oscar Global Ltd|BOM530173
Oscar Investments Ltd|BOM501179
Oswal Agro Mills Ltd|BOM500317
Oswal Greentech Ltd|BOM539290
Oswal Leasing Ltd|BOM509099
Oswal Overseas Ltd|BOM531065
Oswal Spinning & Weaving Mills Ltd|BOM500318
Oswal Yarns Ltd|BOM514460
Otco International Ltd|BOM523151
Oudh Sugar Mills Ltd|BOM507260
Overseas Synthetics Ltd|BOM514330
Oxford Industries Ltd|BOM514414
Oyeeee Media Ltd|BOM539310
Ozone World Ltd|BOM539291
P. B. Films Ltd|BOM539352
P.i.industries Ltd|BOM523642
P.m.telelinnks Ltd|BOM513403
Pacheli Industrial Finance Ltd|BOM523862
Pacific Industries Ltd|BOM523483
Pact Industries Ltd|BOM538963
Padam Cotton Yarns Ltd|BOM531395
Padmalaya Telefilms Ltd|BOM532350
Padmanabh Industries Ltd|BOM526905
Pae Ltd|BOM517230
Page Industries Ltd|BOM532827
Pal Credit & Capital Ltd|BOM511306
Palco Metals Ltd|BOM539121
Palred Technologies Limited|BOM532521
Palsoft Infosystems Ltd|BOM511597
Pan Electronics India Ltd|BOM517397
Pan India Corporation Ltd|BOM511525
Panacea Biotec Ltd|BOM531349
Panafic Industrials Ltd|BOM538860
Panama Petrochem Ltd|BOM524820
Panasonic Appliances India Company Ltd.-$|BOM523307
Panasonic Carbon India Co.ltd.-$|BOM508941
Panasonic Energy India Company Ltd.-$|BOM504093
Panchmahal Steel Ltd|BOM513511
Panchsheel Organics Ltd|BOM531726
Pankaj Piyush Trade & Investment Ltd|BOM506122
Pankaj Polymers Ltd|BOM531280
Pankaj Polypack Ltd|BOM534796
Panoramic Universal Ltd|BOM531816
Panther Industrial Products Ltd|BOM524055
Panyam Cements & Mineral Industries Ltd|BOM500322
Parab Infra Ltd|BOM513359
Parabolic Drugs Ltd|BOM533211
Paragon Finance Ltd|BOM531255
Paramount Communications Ltd.-$|BOM530555
Paramount Cosmetics (india) Ltd|BOM507970
Paramount Printpackaging Ltd|BOM533399
Paras Petrofils Ltd|BOM521246
Parekh Aluminex Ltd|BOM532606
Parekh Distributors Ltd|BOM501482
Parenteral Drugs (india) Ltd.-$|BOM524689
Parichay Investments Ltd|BOM505525
Parker Agrochem Exports Ltd.-$|BOM524628
Parle Software Ltd|BOM532911
Parnami Credits Ltd|BOM538646
Parnax Lab Ltd|BOM506128
Parrys Sugar Industries Ltd|BOM500162
Parsharti Investment Ltd|BOM511702
Parshwanath Corporation Ltd|BOM511176
Parsvnath Developers Ltd|BOM532780
Parth Aluminium Ltd|BOM513430
Parth Industries Limited|BOM526349
Pasari Spinning Mills Ltd|BOM521080
Pasupati Acrylon Ltd|BOM500456
Pasupati Fincap Ltd|BOM511734
Pasupati Spg.& Wvg.mills Ltd|BOM503092
Patdiam Jewellery Ltd|BOM539401
Patel Engineering Ltd.-$|BOM531120
Patel Integrated Logistics Ltd.-$|BOM526381
Patels Airtemp (india) Ltd|BOM517417
Patidar Buildcon Limited|BOM524031
Patspin India Ltd|BOM514326
Paul Merchants Ltd|BOM539113
Paushak Ltd|BOM532742
Pawansut Holdings Ltd|BOM535658
Pba Infrastructure Ltd|BOM532676
Pbm Polytex Ltd.-$|BOM514087
Pc Jeweller Ltd|BOM534809
Pc Products India Ltd|BOM539267
Pcs Technology Ltd|BOM517119
Pds Multinational Fashions Ltd|BOM538730
Pearl Electronics Ltd|BOM535205
Pearl Global Industries Limited|BOM532808
Pearl Polymers Ltd|BOM523260
Pecos Hotels And Pubs Ltd|BOM539273
Pee Cee Cosma Sope Ltd|BOM524136
Peeti Securities Ltd|BOM531352
Peninsula Land Ltd|BOM503031
Pennar Aluminium Co.ltd|BOM513405
Pennar Engineered Building Systems Ltd|BOM539333
Pennar Industries Ltd.-$|BOM513228
Pentamedia Graphics Ltd|BOM500329
Pentokey Organy (india) Ltd|BOM524210
Peoples Investments Ltd|BOM501144
Perfect-octave Media Projects Ltd|BOM521062
Perfectpac Ltd|BOM526435
Permanent Magnets Ltd.-$|BOM504132
Persistent Systems Ltd|BOM533179
Pet Plastics Ltd|BOM524046
Petron Engineering Construction Ltd|BOM530381
Petronet Lng Ltd|BOM532522
Pfizer Ltd|BOM500680
Pfl Infotech Ltd|BOM531769
Pg Electroplast Ltd|BOM533581
Pg Foils Ltd|BOM526747
Pg Industry Ltd|BOM531281
Ph Capital Ltd|BOM500143
Ph Trading Ltd|BOM512026
Phaarmasia Ltd|BOM523620
Pharmaids Pharmaceuticals Ltd|BOM524572
Phillips Carbon Black Ltd|BOM506590
Phoenix International Ltd|BOM526481
Phoenix Lamps Limited|BOM517296
Phoenix Township Ltd|BOM537839
Photon Capital Advisors Ltd|BOM509084
Photoquip India Ltd|BOM526588
Phyto Chem (india) Ltd|BOM524808
Piccadily Agro Industries Ltd|BOM530305
Piccadily Sugar & Allied Industries Ltd|BOM507498
Picturehouse Media Ltd|BOM532355
Pidilite Industries Ltd|BOM500331
Pil Italica Lifestyle Ltd|BOM500327
Pilani Investment And Industries Corporation Ltd|BOM590121
Pincon Spirit Ltd|BOM538771
Pine Animation Limited|BOM511421
Pioneer Agro Extracts Ltd|BOM519439
Pioneer Distilleries Ltd|BOM531879
Pioneer Embroideries Ltd.-$|BOM514300
Pioneer Investcorp Ltd|BOM507864
Piramal Enterprises Ltd|BOM500302
Piramal Glass Ltd|BOM532949
Piramal Phytocare Limited|BOM532979
Pithampur Poly Products Ltd|BOM530683
Pithampur Steels Ltd|BOM513611
Pitti Laminations Ltd.-$|BOM513519
Pix Transmissions Ltd|BOM500333
Planter Polysacks Ltd|BOM523105
Plastiblends India Ltd.-$|BOM523648
Plethico Pharmaceuticals Ltd|BOM532739
Pmc Fincorp Limited|BOM534060
Pnb Gilts Ltd|BOM532366
Pnc Infratech Ltd|BOM539150
Pneumatic Holdings Ltd|BOM539347
Pochiraju Industries Ltd|BOM532803
Pocl Enterprises Ltd|BOM539195
Poddar Housing And Development Ltd|BOM523628
Poddar Pigments Ltd.-$|BOM524570
Pokarna Ltd|BOM532486
Polar Industries Ltd|BOM504288
Polaris Consulting & Services Limited|BOM532254
Polo Hotels Ltd|BOM526687
Polson Ltd|BOM507645
Poly Medicure Ltd|BOM531768
Polychem Ltd|BOM506605
Polycon International Ltd|BOM531397
Polygenta Technologies Ltd|BOM514486
Polylink Polymers (india) Ltd|BOM531454
Polymac Thermoformers Ltd|BOM537573
Polymechplast Machines Ltd|BOM526043
Polyplex Corporation Ltd|BOM524051
Polyspin Exports Ltd|BOM539354
Polyspin Exports Ltd|BOM590055
Polytex India Ltd|BOM512481
Pondy Oxides & Chemicals Ltd|BOM532626
Ponni Sugars (erode) Ltd|BOM532460
Pooja Entertainment And Films Ltd|BOM532011
Poona Dal & Oil Industries Ltd|BOM519359
Popular Estate Management Ltd|BOM531870
Porwal Auto Components Ltd|BOM532933
Positive Electronics Ltd|BOM539178
Potential Investments & Finance Ltd|BOM538566
Power Finance Corporation Ltd|BOM532810
Power Grid Corporation Of India Ltd|BOM532898
Power Mech Projects Ltd|BOM539302
Powerhouse Gym & Wellness Ltd|BOM538731
Ppap Automotive Limited|BOM532934
Prabhat Dairy Ltd|BOM539351
Prabhav Industries Ltd|BOM531855
Pradeep Metals Ltd|BOM513532
Pradip Overseas Ltd|BOM533178
Prag Bosimi Synthetics Ltd|BOM500192
Praj Industries Ltd|BOM522205
Prajay Engineers Syndicate Ltd|BOM531746
Prakash Constrowell Ltd|BOM533605
Prakash Industries Ltd|BOM506022
Prakash Steelage Ltd|BOM533239
Prakash Woollen & Synthetic Mills Ltd|BOM531437
Pranavaditya Spinning Mills Ltd|BOM531172
Prashant India Ltd|BOM519014
Pratibha Industries Ltd|BOM532718
Pratik Panels Ltd|BOM526490
Pratiksha Chemicals Ltd|BOM531257
Precious Trading & Investments Ltd|BOM506107
Precision Containeurs Ltd|BOM523874
Precision Electronics Ltd|BOM517258
Precision Wires India Ltd|BOM523539
Prem Somani Financial Services Ltd|BOM530669
Premco Global Ltd.-$|BOM530331
Premier Capital Services Ltd|BOM511016
Premier Energy And Infrastructure Ltd|BOM533100
Premier Explosives Ltd|BOM526247
Premier Ltd|BOM500540
Premier Pipes Ltd|BOM513291
Premier Polyfilm Ltd|BOM514354
Premier Synthetics Ltd|BOM509835
Premium Capital Market & Investments Ltd|BOM511660
Prerna Infrabuild Ltd|BOM531802
Presha Metallurgical Ltd|BOM513613
Pressman Advertising Limited|BOM509077
Pressure Sensitive Systems (india) Ltd|BOM526773
Prestige Estates Projects Ltd|BOM533274
Pretto Leather Industries Ltd|BOM526691
Pricol Ltd|BOM526109
Prima Agro Ltd|BOM519262
Prima Industries Ltd|BOM531246
Prima Plastics Ltd|BOM530589
Prime Capital Market Ltd|BOM535514
Prime Focus Ltd|BOM532748
Prime Industries Ltd|BOM519299
Prime Property Development Corporation Ltd.-$|BOM530695
Prime Securities Ltd|BOM500337
Prime Urban Development India Ltd|BOM521149
Prism Cement Ltd|BOM500338
Prism Finance Ltd|BOM531735
Prism Informatics Ltd|BOM505530
Prism Medico And Pharmacy Ltd|BOM512217
Prithvi Information Solutions Ltd|BOM532675
Prithvi Softech Ltd|BOM531688
Pritish Nandy Communications Ltd|BOM532387
Priya Ltd.-$|BOM524580
Priyadarshini Spinning Mills Ltd|BOM503873
Pro Fin Capital Services Ltd|BOM511557
Proaim Enterprises Ltd|BOM512105
Procal Electronics India Ltd|BOM526009
Procter & Gamble Hygiene & Health Care Ltd|BOM500459
Professional Diamonds Ltd|BOM523001
Progressive Extractions & Exports Ltd|BOM531265
Promact Plastics Ltd|BOM526494
Proto Developers & Technologies Ltd|BOM530069
Provestment Services Ltd|BOM590120
Provogue (india) Ltd|BOM532647
Prozone Intu Properties Limited|BOM534675
Ps It Infrastructure & Services Limited|BOM505502
Psl Ltd|BOM526801
Ptc India Financial Services Ltd|BOM533344
Ptc India Ltd|BOM532524
Ptc Industries Ltd|BOM539006
Ptl Enterprises Ltd.-$|BOM509220
Pudumjee Industries Ltd|BOM516092
Pudumjee Pulp & Paper Mills Ltd|BOM500343
Pulsar International Ltd|BOM512591
Punctual Trading Ltd|BOM512461
Punit Commercials Ltd|BOM512099
Punj Lloyd Ltd|BOM532693
Punjab & Sind Bank|BOM533295
Punjab Alkalies & Chemicals Ltd|BOM506852
Punjab Chemicals And Crop Protection Ltd.-$|BOM506618
Punjab Communications Ltd.-$|BOM500346
Punjab National Bank|BOM532461
Punjab Woolcombers Ltd|BOM509839
Puravankara Projects Ltd|BOM532891
Purity Flex Pack Ltd|BOM523315
Purohit Construction Ltd|BOM538993
Purshottam Investofin Ltd|BOM538647
Pushpsons Industries Ltd|BOM531562
Pvp Ventures Ltd|BOM517556
Pvr Ltd|BOM532689
Pvv Infra Ltd|BOM536659
Pyxis Finvest Ltd|BOM534109
Quadrant Televentures Limited-$|BOM511116
Quantum Build-tech Ltd|BOM538596
Quantum Digital Vision (india) Ltd|BOM530281
Quantum Mutual Fund - Quantum Index Fund Etf|BOM590110
Quest Softech (india) Ltd|BOM535719
Quintegra Solutions Ltd|BOM532866
R J Bio-tech Ltd|BOM536456
R Systems International Limited|BOM532735
R&b Denims Ltd|BOM538119
R* Shares Banking Exchange Traded Fund|BOM533888
R.b.gupta Financials Ltd|BOM532024
R.j.shah & Co.ltd|BOM509845
R.r.securities Ltd|BOM530917
R.s.software India Ltd|BOM517447
R.t.exports Ltd.-$|BOM512565
Raaj Medisafe India Ltd|BOM524502
Raasi Refractories Ltd.-$|BOM502271
Racl Geartech Ltd|BOM520073
Radaan Mediaworks (i) Ltd|BOM590070
Radford Global Limited|BOM530561
Radha Madhav Corporation Ltd|BOM532692
Radhe Developers (india) Ltd|BOM531273
Radico Khaitan Ltd|BOM532497
Radix Industries (india) Limited|BOM531412
Raghava Estates And Properties Ltd|BOM531627
Raghunath International Ltd|BOM526813
Raghunath Tobacco Co.ltd|BOM531552
Raghuvansh Agrofarms Ltd|BOM538921
Raghuvir Synthetics Ltd|BOM514316
Rahul Merchandising Ltd|BOM531887
Rai Saheb Rekhchand Mohota Spg.& Wvg.mills Ltd|BOM530047
Rain Industries Limited|BOM500339
Rainbow Denim Ltd|BOM532441
Rainbow Foundations Ltd|BOM531694
Rainbow Papers Ltd.-$|BOM523523
Raj Agro Mills Ltd|BOM530291
Raj Oil Mills Ltd|BOM533093
Raj Packaging Industries Ltd|BOM530111
Raj Rayon Industries Limited-$|BOM530699
Raj Television Network Ltd|BOM532826
Raja Bahadur International Ltd|BOM503127
Rajani Extractions Ltd|BOM519303
Rajapalayam Mills Ltd.-$|BOM532503
Rajasthan Cylinders & Containers Ltd|BOM538707
Rajasthan Gases Ltd|BOM526873
Rajasthan Petro Synthetics Ltd|BOM506975
Rajasthan Tube Manufacturing Co.ltd|BOM530253
Rajath Finance Limited|BOM507962
Rajdarshan Industries Ltd|BOM526662
Rajdhani Leasing & Industries Ltd|BOM523030
Rajesh Exports Ltd|BOM531500
Rajesh Malleables Ltd|BOM513630
Rajeswari Infrastructure Limited|BOM526823
Rajkamal Synthetics Ltd|BOM514028
Rajkumar Forge Ltd|BOM513369
Rajlaxmi Industries Ltd|BOM512319
Rajoo Engineers Ltd.-$|BOM522257
Rajputana Investment And Finance Ltd|BOM539090
Rajratan Global Wire Ltd|BOM517522
Rajsanket Realty Limited|BOM512409
Rajshree Sugars & Chemicals Ltd|BOM500354
Rajvir Industries Ltd|BOM532665
Rallis India Ltd|BOM500355
Ram Minerals And Chemicals Ltd|BOM534734
Ram Ratna Wires Ltd.-$|BOM522281
Rama Paper Mills Ltd|BOM500357
Rama Petrochemicals Ltd|BOM500358
Rama Phosphates Ltd|BOM524037
Rama Pulp & Papers Ltd|BOM502587
Rama Steel Tubes Ltd|BOM539309
Rama Vision Ltd|BOM523289
Ramchandra Leasing & Finance Ltd|BOM538540
Ramco Industries Ltd|BOM532369
Ramco Systems Ltd|BOM532370
Raminfo Limited|BOM530951
Ramkrishna Forgings Ltd|BOM532527
Ramky Infrastructure Ltd|BOM533262
Rammaica (india) Ltd|BOM515127
Ramsarup Industries Ltd|BOM532690
Ramsons Projects Ltd|BOM530925
Rana Sugars Ltd|BOM507490
Ranbaxy Laboratories Ltd|BOM500359
Rander Corporation Ltd|BOM531228
Rane (madras) Ltd|BOM532661
Rane Brake Lining Ltd|BOM532987
Rane Engine Valve Ltd|BOM532988
Rane Holdings Ltd|BOM505800
Ranjeev Alloys Ltd|BOM513727
Ranklin Solutions Ltd.-$|BOM590077
Rap Media Ltd|BOM531583
Rapicut Carbides Ltd|BOM500360
Rapid Investments Ltd|BOM501351
Ras Resorts & Apart Hotels Ltd|BOM507966
Rasandik Engineering Industries India Ltd.-$|BOM522207
Rashel Agrotech Ltd|BOM532055
Rashtriya Chemicals & Fertilizers Ltd|BOM524230
Rasi Electrodes Ltd|BOM531233
Rasoi Ltd|BOM507649
Rasoya Proteins Ltd|BOM531522
Ratan Glitter Industries Ltd|BOM512397
Rathi Bars Ltd|BOM532918
Rathi Graphic Technologies Ltd|BOM524610
Rathi Steel & Power Ltd.-$|BOM504903
Ratnamani Agro Industries Ltd|BOM507652
Ratnamani Metals & Tubes Ltd.-$|BOM520111
Rattanindia Infrastructure Limited|BOM534597
Rattanindia Power Limited|BOM533122
Raunaq Epc International Ltd|BOM537840
Ravalgaon Sugar Farm Ltd|BOM507300
Ravi Kumar Distilleries Ltd|BOM533294
Ravindra Trading & Agencies Ltd|BOM504341
Raymed Labs Ltd|BOM531207
Raymond Ltd|BOM500330
Rcc Cements Ltd|BOM531825
Rci Industries & Technologies Ltd|BOM537254
Rcl Foods Limited|BOM530923
Rcl Retail Ltd|BOM534708
Rdb Rasayans Ltd|BOM533608
Rdb Realty & Infrastructure Ltd|BOM533285
Real Realty Management Company Ltd|BOM530053
Real Strips Ltd.-$|BOM513558
Real Touch Finance Ltd|BOM538611
Redex Protech Ltd|BOM523650
Redington (india) Ltd|BOM532805
Refex Industries Limited|BOM532884
Refnol Resins & Chemicals Ltd|BOM530815
Regal Entertainment & Consultants Ltd|BOM531033
Regaliaa Realty Ltd|BOM530807
Regency Ceramics Ltd|BOM515018
Regency Hospital Ltd|BOM526403
Regency Trust Ltd|BOM511585
Regent Enterprises Ltd|BOM512624
Rei Agro Ltd|BOM532106
Rei Six Ten Retail Ltd|BOM533065
Reil Electricals India Ltd|BOM505817
Rekvina Laboratories Ltd|BOM526075
Relaxo Footwears Ltd.-$|BOM530517
Reliable Ventures India Ltd|BOM532124
Reliance Broadcast Network Limited|BOM533143
Reliance Capital Builder Fund Ii - Series A - Direct Plan Dividend Payout Option|BOM538853
Reliance Capital Builder Fund Ii - Series A - Direct Plan Growth Option|BOM538854
Reliance Capital Builder Fund Ii - Series A - Dividend Payout Option|BOM538855
Reliance Capital Builder Fund Ii - Series A - Growth Option|BOM538856
Reliance Capital Builder Fund Ii - Series B - Direct Plan Dividend Payout Option|BOM538938
Reliance Capital Builder Fund Ii - Series B - Direct Plan Growth Option|BOM538939
Reliance Capital Builder Fund Ii - Series B - Dividend Payout Option|BOM538940
Reliance Capital Builder Fund Ii - Series B - Growth Option|BOM538941
Reliance Capital Builder Fund Ii - Series C - Direct Plan Dividend Payout Option|BOM539063
Reliance Capital Builder Fund Ii - Series C - Direct Plan Growth Option|BOM539065
Reliance Capital Builder Fund Ii - Series C - Dividend Payout Option|BOM539067
Reliance Capital Builder Fund Ii - Series C - Growth Option|BOM539070
Reliance Capital Builder Fund Iii Series A - Direct Plan Dividend Payout Option|BOM539202
Reliance Capital Builder Fund Iii Series A- Direct Plan Growth Option|BOM539203
Reliance Capital Builder Fund Iii Series A- Dividend Plan Dividend Payout|BOM539204
Reliance Capital Builder Fund Iii Series A- Growth Plan - Growth|BOM539205
Reliance Capital Builder Fund- Series C - Direct Dividend Plan- Dividend Payout Option|BOM538717
Reliance Capital Builder Fund- Series C - Direct Growth Plan- Growth Option|BOM538718
Reliance Capital Builder Fund- Series C - Growth Plan- Growth Option|BOM538720
Reliance Capital Ltd|BOM500111
Reliance Chemotex Industries Ltd.-$|BOM503162
Reliance Close Ended Equity Fund Ii- Series A - Direct Plan Dividend Payout Option|BOM538418
Reliance Close Ended Equity Fund Ii- Series A - Direct Plan Growth Option|BOM538419
Reliance Close Ended Equity Fund Ii- Series A - Dividend Payout Option|BOM538420
Reliance Close Ended Equity Fund Ii- Series A - Growth Option|BOM538421
Reliance Communications Ltd|BOM532712
Reliance Defence And Engineering Ltd|BOM533107
Reliance Industrial Infrastructure Ltd|BOM523445
Reliance Industries Ltd|BOM500325
Reliance Infrastructure Ltd|BOM500390
Reliance Mediaworks Ltd|BOM532399
Reliance Mutual Fund - R Shares Cnx 100 Fund|BOM537483
Reliance Mutual Fund - R Shares Nifty Etf|BOM537484
Reliance Mutual Fund - R Shares Sensex Etf|BOM538683
Reliance Mutual Fund - Reliance Capital Builder Fund- Series A - Direct Plan Dividend Payout Optio|BOM538591
Reliance Mutual Fund - Reliance Capital Builder Fund- Series B - Direct Dvdnd Plan- Dvdnd Pyot O|BOM538630
Reliance Mutual Fund - Reliance Close Ended Equity Fund- Series A - Direct Plan Dvdnd Pyot Optin|BOM536992
Reliance Mutual Fund - Reliance Close Ended Equity Fund- Series B - Direct Plan Dividend Payo O|BOM537198
Reliance Mutual Fund- Reliance Capital Builder Fund- Series A - Direct Plan Growth Option|BOM538592
Reliance Mutual Fund- Reliance Capital Builder Fund- Series A - Dividend Payout Option|BOM538593
Reliance Mutual Fund- Reliance Capital Builder Fund- Series A - Growth Option|BOM538594
Reliance Mutual Fund- Reliance Capital Builder Fund- Series B - Direct Growth Plan- Growth Option|BOM538631
Reliance Mutual Fund- Reliance Capital Builder Fund- Series B - Dividend Plan-dividend Pyut Otin|BOM538632
Reliance Mutual Fund- Reliance Capital Builder Fund- Series B - Growth Plan- Growth Option|BOM538633
Reliance Mutual Fund- Reliance Capital Builder Fund- Series C - Dividend Plan-dividend P O|BOM538719
Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Direct Plan Growth Option|BOM536993
Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Dividend Payout Option|BOM536994
Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Growth Option|BOM536995
Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series B - Direct Plan Growth Option|BOM537199
Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series B - Dividend Payout Option|BOM537200
Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series B - Growth Option|BOM537201
Reliance Power Ltd|BOM532939
Relic Technologies Ltd|BOM511712
Religare Enterprises Ltd|BOM532915
Relish Pharmaceuticals Ltd|BOM524632
Relson India Ltd|BOM502473
Remi Edelstahl Tubulars Limited|BOM513043
Remi Elektrotechnik Limited|BOM512487
Remi Process Plant & Machinery Ltd|BOM505658
Remi Sales & Engineering Ltd|BOM504360
Remi Securities Ltd|BOM511149
Remsons Industries Ltd|BOM530919
Renaissance Jewellery Ltd|BOM532923
Repco Home Finance Ltd|BOM535322
Repro India Ltd|BOM532687
Resonance Specialties Ltd.-$|BOM524218
Response Informatics Ltd|BOM538273
Responsive Industries Ltd|BOM505509
Restile Ceramics Ltd|BOM515085
Resurgere Mines & Minerals India Ltd|BOM533017
Revathi Equipment Ltd.-$|BOM505368
Rexnord Electronics & Controls Ltd|BOM531888
Rfl International Ltd|BOM531646
